date,price,volume,afterUpdate,is_synth,item_id
2022-10-02,32.55,138.0,0,0,AK-47 - Nightwish (Field-Tested)
2022-10-03,32.504,123.0,0,0,AK-47 - Nightwish (Field-Tested)
2022-10-04,33.376,140.0,0,0,AK-47 - Nightwish (Field-Tested)
2022-10-05,32.21,157.0,0,0,AK-47 - Nightwish (Field-Tested)
2022-10-06,32.442,98.0,0,0,AK-47 - Nightwish (Field-Tested)
2022-10-07,32.518,115.0,0,0,AK-47 - Nightwish (Field-Tested)
2022-10-08,33.147,132.0,0,0,AK-47 - Nightwish (Field-Tested)
2022-10-09,32.728,102.0,0,0,AK-47 - Nightwish (Field-Tested)
2022-10-10,32.771,93.0,0,0,AK-47 - Nightwish (Field-Tested)
2022-10-11,32.521,113.0,0,0,AK-47 - Nightwish (Field-Tested)
2022-10-12,32.164,82.0,0,0,AK-47 - Nightwish (Field-Tested)
2022-10-13,31.874,153.0,0,0,AK-47 - Nightwish (Field-Tested)
2022-10-14,31.032,83.0,0,0,AK-47 - Nightwish (Field-Tested)
